claim_id,book,section,lean_module,lean_theorem,lean_status,uses_bridge_assumptions,assumption_ids,python_cert,release_status,notes
D0-EXTERNAL-BACKGROUND-HURWITZ-GLOBAL-CLASSIFICATION-001,BOOK_04,global Hurwitz/Lagrange classification external background,D0.Algebra.D0InternalDimensionSelector,Algebra.global_hurwitz_classification_not_core_dependency,DEPRECATED,False,,,EXTERNAL-BACKGROUND,Global normed-division exhaustion is no longer an active D0 core dependency; D0 core uses the finite internal selector.
D0-GAUGE-MATRIX-REP-TRANSFORM-001,BOOK_05/06,matrix representation finite gauge transform,D0.Gauge.MatrixRepGaugeTransform,Gauge.gaugeTransformFinite_well_typed;Gauge.discreteMaurerCartan_well_typed;Gauge.matrixRepCurvature_well_typed;Gauge.gaugeTransformFinite_preserves_skew_of_orthogonal;Gauge.matrixRepCurvature_preserves_skew;Gauge.matrix_rep_yang_mills_action_nonnegative_of_skew,LEAN_PROVED,False,,,CORE-FORMALIZED,Finite matrix-representation Yang-Mills layer is closed without asserting abstract graded Bianchi.
D0-NO-GO-ABSTRACT-LIERING-FINITE-TRANSFORM-001,BOOK_05/06,abstract LieRing finite transform no-go,D0.Gauge.MatrixRepGaugeTransform,Gauge.abstract_lieRing_finite_transform_requires_associative_representation,LEAN_PROVED,False,,,NO-GO,Finite transform cannot be stated in bare abstract LieRing form without an associative matrix representation.
D0-GAUGE-BIANCHI-GRADED-DEPRECATED-001,BOOK_05/06,deprecated exact Bianchi placeholder,D0.Gauge.MatrixRepGaugeTransform,Gauge.exact_bianchi_identity_replaced_by_graded_incidence_closure,DEPRECATED,False,,,DEPRECATED,Replaced by D0-GRADED-BIANCHI-EXACT-001; exact Bianchi is closed on the graded incidence complex.
D0-BRIDGE-SI-CALIBRATION-BOUNDARY-001,BOOK_08,SI bridge calibration boundary,D0.Bridge.SICalibrationBoundary,Bridge.c0_c2_scale_action_values_only;Bridge.c0_c2_cannot_alter_a0_a2_trace_shapes;Bridge.si_calibration_belongs_to_bridge_calibration_status;Bridge.si_calibration_cannot_promote_to_core_closed,PYTHON_CERTIFIED,False,,vp_si_calibration_boundary.py,BRIDGE-CALIBRATION,c0/c2/G_N/H0 are bridge calibration symbols and cannot mutate core a0/a2 trace shapes.
D0-HURWITZ-INTERNAL-DIMENSION-SELECTOR-001,BOOK_04,D0 internal dimension selector,D0.Algebra.D0InternalDimensionSelector,Algebra.d0_internal_dimension_value;Algebra.d0_internal_dimension_value_mem;Algebra.d0_admissible_dimension_iff;Algebra.d0_admissible_internal_dimension_iff;Algebra.octonion_witness_not_associative_matrix_algebra;Algebra.d0_selector_closes_core_internal_dimension,LEAN_PROVED,False,,,CORE-FORMALIZED,D0 core dimension selection is finite and internal; octonion witness is finite composition data not an associative Matrix 8 8 algebra.
D0-GAUGE-WILSON-LINK-COVARIANCE-001,BOOK_05/06,Wilson-link finite gauge covariance,D0.Gauge.WilsonLinkGaugeCovariance,Gauge.wilson_loop_covariance,LEAN_PROVED,False,,,CORE-FORMALIZED,Finite gauge covariance is closed on group-valued Wilson links by path rewriting and inverse cancellation.
D0-NO-GO-NAIVE-LOCAL-GAUGE-COVARIANCE-001,BOOK_05/06,naive local gauge covariance counterexample,D0.Gauge.WilsonLinkGaugeCovariance,Gauge.naive_local_gauge_covariance_counterexample_fin3,LEAN_PROVED,False,,,NO-GO,Old naive flat matrix local transform has a concrete Fin 3 counterexample.
D0-GRADED-BIANCHI-EXACT-001,BOOK_05/06,graded incidence Bianchi closure,D0.Gauge.GradedBianchiIdentity,Topology.graded_nilpotency;Topology.discrete_exact_bianchi;Topology.graded_bianchi_exact;Gauge.abelian_bianchi_exact;Gauge.graded_bianchi_exact,LEAN_PROVED,False,,,CORE-FORMALIZED,Bianchi is exact on a graded incidence complex by boundary nilpotency.
D0-NO-GO-UNGRADED-BIANCHI-RESIDUAL-001,BOOK_05/06,ungraded flat matrix Bianchi residual no-go,D0.Gauge.GradedBianchiIdentity,Gauge.ungraded_bianchi_residual_counterexample_fin2,LEAN_PROVED,False,,,NO-GO,Flat ungraded commutator graph has a concrete Fin 2 residual counterexample.
D0-BRIDGE-SI-CALIBRATION-CLOSURE-001,BOOK_08,SI calibration type closure,D0.Bridge.SICalibrationClosure,Bridge.core_traces_are_dimensionless;Bridge.calibration_changes_only_action_scaling;Bridge.calibration_changes_units_not_core_shape;Bridge.no_si_observable_without_external_calibration;Bridge.h0_gn_lambda_are_not_core_observables;Bridge.si_observables_require_external_calibration,LEAN_PROVED,False,,,BRIDGE-CALIBRATION,D0 core computes dimensionless traces; H0/GN/Lambda require an explicit ExternalSICalibration object.
D0-INTERPRETATION-SPINE-001,BOOK_00/08,unified interpretation spine and single SI readout,D0.Bridge.InterpretationSpine,Bridge.interpretation_package_keeps_core_dimensionless;Bridge.interpretation_package_does_not_mutate_core_shape;Bridge.si_readout_uses_single_external_calibration;Bridge.interpretation_spine_has_single_si_readout;Bridge.empirical_comparison_is_after_si_readout;Bridge.interpretation_package_rg_readout_coherent;Bridge.interpretation_package_spectral_action_readout_coherent;Bridge.interpretation_package_cosmology_shape_readout_coherent;Bridge.interpretation_package_gauge_readout_coherent;Bridge.interpretation_package_passports_external;Bridge.interpretation_spine_coherence_contract;Bridge.interpretation_package_from_existing_anchors_coherent,LEAN_PROVED,False,,,CORE_BRIDGE_SPLIT,Unified dimensionless interpretation spine: RG/spectral/cosmology/gauge coherence is a typed readout package assembled from existing anchors and SI readout uses one ExternalSICalibration without mutating core shape.
D0-TORUS-CORE13-GEOMETRY-001,BOOK_02/03,Torus-Core13 finite geometry origin,D0.Geometry.TorusCore13GeometryOrigin,Geometry.torus_shell_card_eq_three;Geometry.TorusParameter.outer_inner_ratio;Geometry.TorusParameter.major_minor_ratio;Geometry.TorusParameter.equator_ratio;Geometry.radial_hopping_phase_drift_commutator_01;Geometry.radial_hopping_phase_drift_noncommute,LEAN_PROVED,False,,vp_torus_core13_geometry_origin.py,CORE-FORMALIZED,Finite torus shell owner proves three-shell carrier and noncommuting radial hopping versus phase drift without data input.
D0-TORUS-GENERATION-SELECTOR-001,BOOK_04,Torus-sourced generation selector origin,D0.Matter.GenerationSelectorOrigin,Matter.torus_geometry_forces_generation_selector_noncommute,LEAN_PROVED,False,,vp_generation_selector_origin.py,CORE-FORMALIZED,Generation selector noncommutativity is sourced from finite torus shell geometry rather than a detached fixture selector.
D0-TORUS-GENERATION-OVERLAP-001,BOOK_04,Torus-sourced generation overlap response,D0.Matter.GenerationOverlapResponseOrigin,Matter.torus_shell_noncommutativity_forces_nonpermutation_overlap_source,LEAN_PROVED,False,,vp_generation_selector_origin.py,CORE-FORMALIZED,Overlap origin is tied to torus shell noncommutativity while physical CKM entries remain downstream passport data.
D0-BORN-QUADRATIC-ORIGIN-001,BOOK_01/02,Born quadratic finite origin,D0.Core.BornQuadraticOrigin,parallelogram_response_is_quadratic_form;quarter_turn_quadratic_forces_norm_square;born_quadratic_origin_closed,LEAN_PROVED,False,,vp_born_quadratic_origin.py,CORE-FORMALIZED,Finite phase quadrature gives quadratic response and unit phase-blind calibration gives norm-square before Born normalization.
D0-CKM-NONTRIVIAL-FLAVOUR-ALGEBRA-001,BOOK_04,nontrivial flavour defect algebra,D0.Matter.CKMNontrivialFlavourAlgebra,Matter.permutation_witness_has_no_nontrivial_flavour_transfer;Matter.overlap_response_can_force_nonpermutation_transfer;Matter.torus_overlap_generates_nonpermutation_flavour_transfer;Matter.nontrivial_flavour_defect_positive_response;Matter.nontrivial_flavour_defect_admissible_for_meson_transfer,LEAN_PROVED,False,,vp_generation_overlap_response_origin.py,CORE-FORMALIZED,Finite flavour defect is sourced by non-permutation overlap and has positive response without physical CKM entries.
D0-QUASI009-CKM-PHASON-HOLONOMY-001,BOOK_04/08,CKM as finite phason holonomy origin,D0.Matter.CKMPhasonHolonomy,Matter.torus_shell_noncommutator_is_phason_connection_curvature;Matter.phason_parallel_transport_around_shells_is_unitary;Matter.phason_holonomy_response_has_multisupport_row;Matter.phason_holonomy_response_not_permutation;Matter.ckm_cp_phase_is_chiral_phason_bundle_twist;Matter.ckm_matrix_is_phason_holonomy_on_torus_core13,LEAN_PROVED,False,,vp_ckm_phason_holonomy_k0.py,CORE-FORMALIZED,Finite formal origin: non-permutation phason holonomy on the Torus Core-13 shell loop with rational unitary transport and chiral orientation twist; external CKM comparison passport/certificate is not core and no PDG entries are used.
D0-MESON-POSITIVE-DEFECT-TRANSFER-001,BOOK_04,meson positive defect transfer origin,D0.Matter.MesonDefectTransferOrigin,Matter.meson_support_projector_idempotent;Matter.flavour_defect_positive_response;Matter.meson_positive_defect_transfer_admissible,LEAN_PROVED,False,,vp_meson_positive_defect_transfer.py,CORE-FORMALIZED,Meson transfer uses the typed Edge by Generation carrier and lifted flavour defect rather than a direct sum of unrelated spaces.
D0-GRAVITY-ENTROPIC-ARCHIVE-001,BOOK_07,finite archive entropic gravity interface,D0.Gravity.EntropicArchiveInterface,Gravity.boundary_capacity_nonnegative;Gravity.graph_laplacian_symmetric;Gravity.conserved_flux_no_creation;Gravity.entropic_tension_energy_nonnegative;Gravity.entropic_archive_interface_closure,LEAN_PROVED,False,,vp_entropic_archive_gravity.py,CORE-FORMALIZED,Finite graph cut capacity heat-trace observable archive flux conservation and nonnegative entropic tension are formal D0 objects.
D0-GRAVITY-MACRO-EINSTEIN-INTERFACE-001,BOOK_07,macro Einstein-Hilbert interface from finite gravity witness,D0.Gravity.MacroEinsteinInterface,Gravity.spectral_a2_eh_bridge_closed;Gravity.finite_gravity_macro_constraints_closed;Gravity.macro_tension_einstein_hilbert_interface_closed;Gravity.finite_gravity_witness_yields_einstein_hilbert_interface,LEAN_PROVED,False,,vp_macro_einstein_interface.py,CORE_BRIDGE_SPLIT,Finite witness yields symmetric divergence-free second-order TT-compatible macro interface; no continuum Einstein-Hilbert primitive is imported into core.
D0-TORAL-AUTOMORPHISM-GALOIS-BALANCE-001,BOOK_03/06/07/08,toral automorphism Galois dark-balance,D0.Dynamics.ToralAutomorphism;D0.Dynamics.GaloisConjugateBalance;D0.Dynamics.DarkSectorCoarseGrain,Dynamics.trace_evolution_unfolds_d0_geometry;Dynamics.det_T;Dynamics.det_T_pow;Dynamics.toral_volume_conservation_square;Dynamics.trace_T_pow_eq_signed_lucas;Dynamics.generationTrace_eq_three;Dynamics.abcdTrace_eq_four;Dynamics.memoryTorusTrace_eq_eleven;Dynamics.dark_sector_even_window_readout_zero,LEAN_PROVED,False,,vp_toral_automorphism_galois_balance.py,CORE-FORMALIZED,Fixed finite integer time matrix T yields signed Lucas trace layers 3/4/11 determinant-square volume balance and exact even-window archive sign cancellation without external-data input.
D0-TRACE-HEAT-CAPACITY-GRAVITY-001,BOOK_01/03/06/07/08,trace-heat-capacity gravity,D0.Core.FixedDetectorTimeLadder;D0.Dynamics.TraceHeatCapacityGravity,Core.detector_fixed_under_time_ladder;Core.readout_depends_on_time_power;Core.active_archive_trace_readout_integer;Dynamics.heat_moment_T2_eq_even_lucas_trace;Dynamics.heat_moment_eq_even_lucas;Dynamics.lefschetz_spectrum_unfolds_scene;Dynamics.boundary_capacity_is_quarter_cut_weight;Dynamics.saturated_region_forces_boundary_encoding;Dynamics.black_hole_capacity_saturation_rule;Dynamics.heat_trace_entropy_gradient_admits_gravity_interface,LEAN_PROVED,False,,vp_trace_heat_capacity_gravity.py,CORE_BRIDGE_SPLIT,Fixed finite boundary trace-heat capacity block proves T^2 heat moments as even Lucas traces and saturation as boundary encoding while macro gravity stays bridge-scoped through the finite witness.
D0-MASTER-EVOLUTION-001,BOOK_00/01/03/06/07/08,master finite evolution theorem,D0.Dynamics.MasterEvolutionTheorem,Dynamics.T_squared_plus_T_minus_identity_eq_zero;Dynamics.det_T_pow_square_eq_one;Dynamics.lucas_heat_moment_bridge;Dynamics.detector_is_fixed_under_ladder;Dynamics.d0_phi_quasicrystal_vacuum_support;Dynamics.master_evolution_theorem,LEAN_PROVED,False,,vp_master_evolution_theorem.py,CORE-FORMALIZED,Single finite evolution package closes T quadratic identity signed Lucas traces Lefschetz scene counts determinant-square balance dark even-window cancellation heat-Lucas moments fixed detector ladder and phi-quasicrystal support without external data.
D0-INFORMATION-QUASICRYSTAL-PHASE-UNFOLDING-001,BOOK_00/01/06/07/08,information quasicrystal phase unfolding,D0.Geometry.HurwitzRigidPhaseGenerator;D0.Geometry.PhaseReturnBranchCount;D0.Geometry.PhaseUnfoldingQuasicrystal,Geometry.phi_phase_is_nonperiodic;Geometry.phi_continued_fraction_all_ones;Geometry.hurwitz_rigid_low_denominator_bound;Geometry.finite_return_modulus_unfolds_branches;Geometry.toral_runtime_supplies_quasicrystal_order;Geometry.quasicrystal_order_not_periodic_lattice,LEAN_PROVED,False,,vp_information_quasicrystal_phase_unfolding.py,CORE-FORMALIZED,Finite tick order plus irrational phi^-2 phase plus return quotients yields ordered aperiodic readout-generated branch geometry without a primitive lattice.
D0-CONDENSED-PHI-VACUUM-CUT-PROJECT-001,BOOK_00/01/02/06/08,condensed phi-vacuum cut-project support,D0.Condensed.CondensedPhiVacuum;D0.Physics.QuasicrystalPhenomenology,phi_vacuum_stage_card_eq_two;condensed_phi_vacuum_support_closed;cut_project_quasicrystal_matches_phase_unfolding;Physics.d0_phi_cut_project_matches_condensed_phi_vacuum,LEAN_PROVED,False,,vp_condensed_phi_vacuum_cut_project.py,CORE-FORMALIZED,Condensed/profinite phi-vacuum support exposes terminal qT=44 branch count 20 electroweak qEW=710 branch count 280 and depth 35 and the physics cut-project readout is tied to this support.
D0-QUASICRYSTAL-PHENOMENOLOGY-OPERATOR-ORIGIN-001,BOOK_00/01/02/04/06/07/08,quasicrystal phenomenology operator origin,D0.Physics.QuasiGenerationsInflation;D0.Physics.ArchivePhasonDarkMatter;D0.Physics.WindowOffsetChirality;D0.Physics.PhasonFlipInertia;D0.Physics.WindowFractionalCharge;D0.Physics.QuasicrystalPhenomenology,Physics.quasi_generation_inflation_orbit;Physics.archive_phason_strain_em_dark_metric_visible;Physics.window_offset_forces_chiral_readout;Physics.phason_flip_drag_positive_cost;Physics.fractional_charge_window_weights;Physics.quasicrystal_phenomenology_operator_origin,LEAN_PROVED,False,,vp_quasicrystal_phenomenology_operator_origin.py,CORE-FORMALIZED,One D0PhiCutProject finite cut-and-project owner yields generation inflation classes archive phason dark metric response window-offset chirality phason-flip rewrite inertia and fractional window-sector charge weights.
D0-QUASI008-PHASON-FLIP-ENTROPY-SDE-001,BOOK_07/08,phason flip entropy S_DE finite algebra,D0.Cosmology.PhasonFlipEntropy,Cosmology.phason_flip_entropy_nonnegative;Cosmology.archive_pressure_is_phason_flip_entropy_osmosis;Cosmology.phason_flip_transfer_matrix_has_sde_polynomial;Cosmology.sde_roots_are_phason_flip_relaxation_modes,LEAN_PROVED,False,,vp_phason_flip_entropy_sde.py,CORE-FORMALIZED,Finite formal S_DE owner: archive pressure is phason-flip entropy osmosis and the finite transfer characteristic is 160 lambda^2 - 480 lambda + 359; external BAO/DESI survey comparison is a passport/certificate and not core.
D0-QUASI006-GALOIS-LORENTZ-SIGNATURE-001,BOOK_06/07/08,galois lorentz signature,D0.Physics.GaloisLorentzSignature,Physics.galois_lorentz_signature_closed,LEAN_PROVED,False,,vp_galois_lorentz_signature.py,CORE-FORMALIZED,"Active/archive Galois trace layers and determinant-square balance are integrated with the terminal role signature (1,3) while Euclidean and split exports remain blocked."
D0-HIGGS-SCALAR-PROJECTOR-CONSTRUCTIVE-001,BOOK_04,constructive finite Higgs scalar projector,D0.Matter.HiggsScalarProjectorConstructive,Matter.commutes_XZ_forces_scalar_matrix;Matter.nonzero_gauge_idempotent_eq_identity;Matter.rank1_scalar_projector_breaks_su2_gauge_compatibility;Matter.rank2_scalar_projector_exists;Matter.minimal_positive_scalar_projector_rank_two;Matter.minimal_positive_scalar_projector_unique;Matter.higgs_yukawa_core_promotion_valid,LEAN_PROVED,False,,vp_higgs_scalar_projector_constructive.py,CORE-FORMALIZED,Frozen rational SU2 doublet compatibility forces the unique nonzero idempotent scalar projector to be identity trace-rank two without external scalar constants.
D0-QUASI002-PHASON-STRAIN-GENERATIONS-BARYON-001,BOOK_02/04/05/08,phason strain generations and baryon S3,D0.Matter.PhasonStrainGenerations,Matter.phason_mode_card_eq_three;Matter.generation_phason_mode_card_eq_three;Matter.baryon_phason_triple_card_eq_27;Matter.baryon_phason_symmetric_sector_dim_eq_ten;Matter.phason_s3_symmetrizer_admits_baryon_decuplet_transfer;Matter.full_baryon_multiplet_requires_phason_s3_symmetrizer;Matter.phason_strain_generations_baryon_closure,LEAN_PROVED,False,,vp_quasi002_phason_strain_generations_baryon.py,CORE-FORMALIZED,Phason modes are the three torus-shell roles ordered baryon triples have dimension 27 the S3 symmetric sector has decuplet dimension 10 and nucleon-line extrapolation remains forbidden without the phason S3 symmetrizer.
D0-QUASI007-MESON-PHASON-DOMAIN-WALLS-001,BOOK_04/08,meson phason domain-wall carrier,D0.Matter.MesonPhasonDomainWalls,Matter.meson_phason_domain_wall_boundary_nonzero;Matter.meson_phason_domain_wall_card_eq_six;Matter.meson_domain_wall_generation_carrier_card_eq_eighteen;Matter.meson_domain_wall_transfer_uses_lifted_defect;Matter.meson_phason_domain_wall_closure,LEAN_PROVED,False,,vp_phason_domain_wall_mesons.py,CORE-FORMALIZED,Meson domain walls are six oriented nonzero phason boundaries lifted by generation readout to an 18-state finite carrier while meson transfer still uses the existing Edge by Generation lifted flavour-defect origin.
D0-ICECUBE-001,BOOK_04/05/08,neutrino phason decoherence passport,D0.Matter.NeutrinoPhasonWaves;D0.Passport.IceCubePhasonDecoherence,Matter.neutrino_neutral_leakage_is_bulk_phason_wave;Matter.neutral_phason_wave_has_no_em_coupling;Matter.delta0_over_four_is_phason_birefringence_seed;Matter.phason_wave_decoherence_kernel_positive;Passport.icecube_decoherence_passport_requires_external_manifest;Passport.empty_icecube_manifest_cannot_run,LEAN_PROVED,False,,vp_neutrino_phason_decoherence_passport.py,EMPIRICAL-PASSPORT,Neutrino is a neutral bulk phason leakage mode internally; IceCube decoherence comparison is skipped until a complete external event energy direction response and hash manifest is supplied.
D0-NO-GO-STRESS-SUITE-001,BOOK_02/04/05/06/07,integrated no-go stress-test suite,D0.NoGo.StressTestSuite,NoGo.no_go_rank_one_higgs_scalar_projector;NoGo.no_go_isolated_phason_generation_carrier;NoGo.no_go_isolated_phason_baryon_s3_sector;NoGo.no_go_euclidean_signature_export;NoGo.no_go_stress_test_suite_closed,LEAN_PROVED,False,,vp_no_go_stress_test_suite.py,NO_GO_PROVED,Negative-control suite blocks rank-one Higgs scalar projectors isolated one-phason generation or baryon closure and Euclidean signature export.
D0-HULL-001,BOOK_00/01,D0 tiling hull,D0.Topology.TilingHull,Topology.d0_hull_has_finite_local_complexity;Topology.d0_hull_has_phi_cut_project_origin;Topology.d0_hull_is_nonperiodic;Topology.d0_hull_has_long_range_order;Topology.d0_hull_supports_gap_labeling,LEAN_PROVED,False,,vp_d0_tiling_hull.py,CORE-FORMALIZED,D0 tiling hull is aperiodic and repetitive with finite local complexity.
D0-KTHEORY-001,BOOK_00/01/02/04/05/06,K-theory and gap labeling,D0.Matter.KTheoryGapLabeling,Matter.gap_label_is_topological_not_fitted;Matter.d0_gap_labels_are_countable;Matter.gap_labeling_requires_frozen_operator;Matter.meson_domain_wall_spectrum_admits_k0_labels;Matter.ckm_holonomy_spectrum_admits_k0_labels;Matter.archive_pressure_spectrum_admits_k0_labels,LEAN_PROVED,False,,vp_gap_labeling_d0_tiling_hull.py,CORE-FORMALIZED,Stable K-theory gap labels are countable and topological.
D0-SOLENOID-001,BOOK_01/07,noncommutative solenoid,D0.Geometry.NonCommutativeSolenoid,Geometry.d0_hull_admits_noncommutative_solenoid_model,LEAN_PROVED,False,,vp_noncommutative_solenoid_gravity.py,CORE-FORMALIZED,Noncommutative solenoid model is admitted over the tiling hull.
D0-SOLENOID-GRAVITY-001,BOOK_07,noncommutative solenoid gravity,D0.Geometry.NonCommutativeSolenoidGravity,Geometry.d0_heat_trace_admits_solenoid_spectral_triple_approx;Geometry.finite_spin2_operator_is_tt_sector_of_solenoid_spectral_geometry;Geometry.wtt4_is_compatible_with_noncommutative_solenoid_geometry,LEAN_PROVED,False,,vp_noncommutative_solenoid_gravity.py,CORE-FORMALIZED,Spectral triple heat trace and TT sector are compatible with noncommutative solenoid geometry.
D0-MESON-K0-001,BOOK_04/08,meson domain wall spectrum gap labels,D0.Matter.MesonPhasonDomainWalls,Matter.lower_hodge_400_is_domain_wall_tension_seed;Matter.meson_domain_wall_fluctuation_operator_has_spectral_gaps;Matter.meson_domain_wall_gaps_have_k0_labels;Matter.k0_labels_permit_meson_spectral_passport,LEAN_PROVED,False,,vp_phason_domain_wall_mesons.py,CORE-FORMALIZED,Meson domain wall tension and spectrum admit stable K0 gap labels.
D0-CKM-K0-001,BOOK_04/08,CKM phason holonomy K-class,D0.Matter.CKMPhasonHolonomy,Matter.torus_shell_noncommutator_defines_phason_connection_curvature;Matter.ckm_holonomy_has_k_theory_class;Matter.ckm_cp_phase_is_oriented_noncommutative_area,LEAN_PROVED,False,,vp_ckm_phason_holonomy_k0.py,CORE-FORMALIZED,CKM holonomy has a stable K-theory class and CP phase is oriented noncommutative area.
D0-SDE-K0-001,BOOK_08,S_DE gap labels,D0.Cosmology.PhasonFlipEntropy,Cosmology.sde_relaxation_modes_have_gap_labels;Cosmology.archive_pressure_spectrum_is_gap_labeled,LEAN_PROVED,False,,vp_phason_flip_entropy_sde.py,CORE-FORMALIZED,S_DE relaxation modes are gap-labeled.
D0-SRC-001,BOOK_04,nuclear shell-contact SRC operator,D0.Matter.NuclearShellContactSRC,Matter.same_shell_contact_index_zero_for_unmatched_valence_protons;Matter.same_shell_contact_turns_on_for_matched_valence_pn;Matter.src_contact_requires_shell_projector_overlap;Matter.nuclear_shell_contact_src_closure,LEAN_PROVED,False,,vp_nuclear_shell_contact_src.py,CORE-FORMALIZED,SRC contact is a finite shell-projector overlap readout through an angular-momentum shell-contact selector.
D0-SRC-NOGO-001,BOOK_04/05,nuclear SRC scalar no-go,D0.Matter.NuclearShellContactSRC,Matter.mass_number_alone_cannot_determine_src_contact;Matter.neutron_excess_alone_cannot_determine_src_contact,LEAN_PROVED,False,,vp_nuclear_shell_contact_src.py,NO_GO_PROVED,A-only and N/Z-only SRC scalar promotion fails on the finite Ca/Fe shell-contact witness.
D0-CVFT-001A,BOOK_00/01/02/03,finite feedback operator core,D0.Dynamics.InternalFeedbackResolvent;D0.Cosmology.FeedbackPartitionFunction,Dynamics.internal_feedback_forced_by_split;Dynamics.internal_feedback_resolvent_series;Cosmology.feedback_determinant_return_cycles;Cosmology.feedback_variation_universal_source;Cosmology.feedback_pressure_trace_log,LEAN_PROVED,False,,vp_closed_vacuum_feedback_full_wave.py,CORE-FORMALIZED,Closed finite feedback operator core F_N=P_N U_N^dagger Q_N U_N P_N with resolvent determinant trace variation and feedback pressure law.
D0-CVFT-001B,BOOK_04/06/07/08,sector projection package,,,OPEN,False,,,PROOF-TARGET,Sector projection package points to CVFT-F1 through CVFT-F8 and may not close matter gravity cosmology horizon gauge or empirical passport rows automatically.
D0-CVFT-NOGO-001,BOOK_05/08,closed vacuum feedback no-go firewall,D0.Dynamics.InternalFeedbackResolvent;D0.Cosmology.FiniteFeedbackEquationOfState;D0.Matter.TerminalFeedbackModes;D0.Cosmology.SDEFeedbackReduction,Dynamics.external_mirror_model_forbidden;Cosmology.ideal_gas_core_postulate_forbidden;Matter.matter_as_arbitrary_eigenvalue_forbidden;Cosmology.desi_root_refit_repair_forbidden;Cosmology.desi_window_refit_repair_forbidden;Cosmology.arbitrary_kernel_repair_not_theorem_grade,LEAN_PROVED,False,,vp_closed_vacuum_feedback_full_wave.py,NO_GO_PROVED,External mirror vacuum photon-acceleration interpretation ideal-gas postulate arbitrary-eigenvalue matter and DESI/SPARC root window or arbitrary-kernel repairs are forbidden.
D0-CVFT-F1,BOOK_02/04/08,CVFT coefficient-origin trace residue program,,,OPEN,False,,,PROOF-TARGET,Residue/coefficient origin must be derived from the feedback resolvent trace program before any physical coefficient promotion. [was:PROOF-OBLIGATION-EXPOSED]
D0-CVFT-F2,BOOK_07/08,CVFT horizon greybody leakage program,,,OPEN,False,,,PROOF-TARGET,Horizon emission and greybody leakage remain frontier until the boundary operator and observable passport are frozen. [was:THEOREM-TARGET-SHARPENED]
D0-CVFT-F3,BOOK_04,CVFT hadron resonance pole transfer program,,,OPEN,False,,vp_cvft_baryon_s3_scaffold.py,CERT-CLOSED,Finite carrier/symmetrizer scaffold is certified for 27D triple carrier S3 representation 10D symmetric carrier antisymmetric rank-one sector and U_eff^B admissibility; spin/flavour transfer PDG and masses remain open. [was:OPERATOR-SCAFFOLD-CERTIFIED]
D0-CVFT-F3B,BOOK_04,CVFT baryon spin-flavour 40/56 transfer,,,OPEN,False,,vp_cvft_baryon_spin_flavour_40_56.py,CERT-CLOSED,Finite internal spin/flavour transfer certifies rank-40 fully symmetric separable sector rank-56 diagonal exchange-symmetric carrier and rank40 subset rank56; PDG names masses widths and GeV conversion remain excluded. [was:SPIN-FLAVOUR-TRANSFER-CERTIFIED]
D0-CVFT-F4,BOOK_02/05,CVFT UV feedback-tail cut program,,,OPEN,False,,,PROOF-TARGET,UV cutoff claims have deterministic finite cert candidates for the refined tail bound under |z|rho(F_N)<1; Lean proof remains open. [was:CERT-CANDIDATE]
D0-CVFT-F5,BOOK_04/08,CVFT dynamic neutrino decoherence program,,,OPEN,False,,,PROOF-TARGET,IceCube dynamic feedback is an external passport candidate until data manifest response and frozen operator are pinned. [was:EMPIRICAL-PASSPORT-CANDIDATE]
D0-CVFT-F6,BOOK_04/07,CVFT gauge-boundary leakage obstruction program,,,OPEN,False,,,PROOF-TARGET,Yang-Mills leakage/mass-gap language requires a gauge-boundary commutator obstruction theorem. [was:LOWER-BOUND-TARGET]
D0-CVFT-F7,BOOK_07,CVFT boundary-local holographic rank lemma,,,OPEN,False,,,PROOF-TARGET,Boundary-local rank control has deterministic finite cert candidates; it supports localization only and is not an A4 proof. [was:CERT-CANDIDATE]
D0-CVFT-F8,BOOK_08,CVFT S_DE exceptional-point effective transfer,,,OPEN,False,,,PROOF-TARGET,S_DE exceptional-point algebra is an effective two-mode transfer candidate only; not DESI pass H0 theorem or cosmology closure. [was:CERT-CANDIDATE]
D0-IM-001,BOOK_06,self-substrate trace principle,D0.IM.SelfSubstrateTrace,self_substrate_trace_principle_cert,PYTHON_CERTIFIED,False,,vp_self_substrate_trace_principle.py,CERT-CLOSED,IM substrate trace cert.
D0-IM-002,BOOK_06,fractal tick informational mechanics,D0.IM.FractalTick,fractal_tick_cert,PYTHON_CERTIFIED,False,,vp_fractal_tick_informational_mechanics.py,CERT-CLOSED,Fractal tick cert.
D0-IM-003,BOOK_06,continuum from fractal tick,D0.IM.ContinuumFromFractalTick,continuum_from_fractal_tick_cert,PYTHON_CERTIFIED,False,,vp_continuum_from_fractal_tick.py,CERT-CLOSED,Continuum envelope cert.
D0-IM-004,BOOK_01/06,witness topological halting,D0.Topology.WitnessHalting,witness_halting_cert,PYTHON_CERTIFIED,False,,vp_mobius_witness_topological_halting.py,CERT-CLOSED,Möbius witness halting cert.
D0-FOUND-004,BOOK_02,quadratic peel born holography,D0.Foundation.QuadraticPeel,quadratic_peel_born_holography_cert,PYTHON_CERTIFIED,False,,vp_quadratic_peel_born_holography.py,CERT-CLOSED,Quadratic peel cert.
D0-GRAV-004,BOOK_07,measurement horizon equivalence,D0.Gravity.MeasurementHorizonEquivalence,measurement_horizon_equivalence_cert,PYTHON_CERTIFIED,False,,vp_measurement_horizon_equivalence.py,CERT-CLOSED,Measurement seam / horizon law cert. [was:OPERATOR-LAW-CLOSED]
